    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
   34  -0.408E-01  0.162E+01  0.798E+00 -0.192E+01 -0.127E-01  0.260E-02  0.128E-01  0.250E-02
   35  -0.427E-01  0.164E+01  0.783E+00 -0.193E+01 -0.127E-01  0.260E-02  0.132E-01  0.311E-02
   36  -0.433E-01  0.167E+01  0.767E+00 -0.193E+01 -0.127E-01  0.261E-02  0.136E-01  0.371E-02
   37  -0.425E-01  0.169E+01  0.752E+00 -0.193E+01 -0.127E-01  0.263E-02  0.139E-01  0.429E-02
   38  -0.404E-01  0.172E+01  0.736E+00 -0.193E+01 -0.127E-01  0.266E-02  0.142E-01  0.486E-02
   39  -0.369E-01  0.174E+01  0.721E+00 -0.193E+01 -0.127E-01  0.270E-02  0.145E-01  0.541E-02
   40  -0.321E-01  0.177E+01  0.706E+00 -0.192E+01 -0.127E-01  0.275E-02  0.147E-01  0.596E-02
   41  -0.259E-01  0.179E+01  0.690E+00 -0.191E+01  0.000E+00  0.116E-02  0.758E-02 -0.929E-04
   42  -0.358E-01  0.181E+01  0.681E+00 -0.191E+01  0.000E+00  0.107E-02  0.795E-02  0.213E-03
   43  -0.450E-01  0.183E+01  0.672E+00 -0.191E+01  0.000E+00  0.978E-03  0.827E-02  0.504E-03
   44  -0.535E-01  0.185E+01  0.663E+00 -0.190E+01  0.000E+00  0.897E-03  0.857E-02  0.777E-03
   45  -0.614E-01  0.186E+01  0.653E+00 -0.190E+01  0.000E+00  0.822E-03  0.882E-02  0.103E-02
   46  -0.686E-01  0.187E+01  0.644E+00 -0.189E+01  0.000E+00  0.754E-03  0.905E-02  0.127E-02
   47  -0.753E-01  0.187E+01  0.634E+00 -0.188E+01  0.000E+00  0.691E-03  0.924E-02  0.149E-02
   48  -0.815E-01  0.187E+01  0.625E+00 -0.187E+01  0.000E+00  0.634E-03  0.940E-02  0.169E-02
   49  -0.871E-01  0.187E+01  0.615E+00 -0.186E+01  0.000E+00  0.581E-03  0.952E-02  0.188E-02
   50  -0.923E-01  0.187E+01  0.605E+00 -0.184E+01  0.000E+00  0.640E-02  0.400E+00  0.143E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3400E+02 C =    0.3973E+01 U   = 0.3548E+01
        AR= 0.2038E-03 GAMMA= 0.7245E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.792E+00  0.000E+00  0.100E+01  0.000E+00 -0.242E-01  0.563E-02  0.862E-02 -0.100E-01
    2   0.746E+00  0.269E-01  0.101E+01 -0.852E-01 -0.134E-01  0.697E-02  0.961E-02 -0.605E-02
    3   0.700E+00  0.102E+00  0.102E+01 -0.177E+00 -0.134E-01  0.669E-02  0.767E-02 -0.705E-02
    4   0.657E+00  0.173E+00  0.103E+01 -0.266E+00 -0.134E-01  0.643E-02  0.605E-02 -0.786E-02
    5   0.615E+00  0.242E+00  0.104E+01 -0.353E+00 -0.134E-01  0.619E-02  0.470E-02 -0.851E-02
    6   0.575E+00  0.308E+00  0.104E+01 -0.437E+00 -0.134E-01  0.598E-02  0.362E-02 -0.900E-02
    7   0.536E+00  0.372E+00  0.105E+01 -0.519E+00 -0.134E-01  0.578E-02  0.276E-02 -0.934E-02
    8   0.499E+00  0.432E+00  0.105E+01 -0.598E+00 -0.134E-01  0.559E-02  0.211E-02 -0.955E-02
    9   0.464E+00  0.491E+00  0.105E+01 -0.674E+00 -0.134E-01  0.543E-02  0.165E-02 -0.964E-02
   10   0.431E+00  0.547E+00  0.105E+01 -0.748E+00 -0.134E-01  0.528E-02  0.135E-02 -0.962E-02
   11   0.399E+00  0.601E+00  0.105E+01 -0.819E+00 -0.124E-01  0.504E-02  0.124E-02 -0.949E-02
   12   0.367E+00  0.662E+00  0.105E+01 -0.891E+00 -0.124E-01  0.485E-02  0.117E-02 -0.940E-02
   13   0.336E+00  0.720E+00  0.104E+01 -0.959E+00 -0.124E-01  0.468E-02  0.122E-02 -0.922E-02
   14   0.307E+00  0.775E+00  0.104E+01 -0.103E+01 -0.124E-01  0.452E-02  0.139E-02 -0.895E-02
   15   0.279E+00  0.828E+00  0.103E+01 -0.109E+01 -0.124E-01  0.437E-02  0.166E-02 -0.861E-02
   16   0.254E+00  0.878E+00  0.103E+01 -0.115E+01 -0.124E-01  0.424E-02  0.200E-02 -0.821E-02
   17   0.229E+00  0.927E+00  0.102E+01 -0.121E+01 -0.124E-01  0.413E-02  0.242E-02 -0.775E-02
   18   0.206E+00  0.973E+00  0.102E+01 -0.126E+01 -0.124E-01  0.402E-02  0.289E-02 -0.724E-02
   19   0.185E+00  0.102E+01  0.101E+01 -0.131E+01 -0.124E-01  0.393E-02  0.340E-02 -0.669E-02
   20   0.165E+00  0.106E+01  0.998E+00 -0.136E+01 -0.124E-01  0.385E-02  0.395E-02 -0.610E-02
   21   0.147E+00  0.110E+01  0.989E+00 -0.141E+01 -0.112E-01  0.339E-02  0.371E-02 -0.636E-02
   22   0.127E+00  0.114E+01  0.980E+00 -0.145E+01 -0.112E-01  0.328E-02  0.429E-02 -0.582E-02
   23   0.108E+00  0.118E+01  0.971E+00 -0.149E+01 -0.112E-01  0.318E-02  0.488E-02 -0.525E-02
   24   0.912E-01  0.122E+01  0.960E+00 -0.153E+01 -0.112E-01  0.308E-02  0.547E-02 -0.466E-02
   25   0.753E-01  0.126E+01  0.950E+00 -0.157E+01 -0.112E-01  0.300E-02  0.607E-02 -0.405E-02
   26   0.607E-01  0.129E+01  0.939E+00 -0.161E+01 -0.112E-01  0.293E-02  0.667E-02 -0.344E-02
   27   0.474E-01  0.133E+01  0.927E+00 -0.164E+01 -0.112E-01  0.287E-02  0.726E-02 -0.283E-02
   28   0.355E-01  0.136E+01  0.915E+00 -0.167E+01 -0.112E-01  0.281E-02  0.783E-02 -0.221E-02
   29   0.248E-01  0.139E+01  0.903E+00 -0.169E+01 -0.112E-01  0.276E-02  0.839E-02 -0.159E-02
   30   0.154E-01  0.142E+01  0.890E+00 -0.172E+01 -0.112E-01  0.273E-02  0.892E-02 -0.976E-03
   31   0.724E-02  0.145E+01  0.877E+00 -0.174E+01 -0.112E-01  0.269E-02  0.944E-02 -0.368E-03
   32   0.366E-03  0.147E+01  0.863E+00 -0.176E+01 -0.112E-01  0.267E-02  0.993E-02  0.233E-03
   33  -0.526E-02  0.150E+01  0.850E+00 -0.177E+01 -0.112E-01  0.266E-02  0.104E-01  0.826E-03
   34  -0.963E-02  0.153E+01  0.836E+00 -0.179E+01 -0.112E-01  0.265E-02  0.108E-01  0.141E-02
   35  -0.128E-01  0.155E+01  0.822E+00 -0.180E+01 -0.112E-01  0.265E-02  0.113E-01  0.198E-02
   36  -0.146E-01  0.158E+01  0.808E+00 -0.181E+01 -0.112E-01  0.265E-02  0.116E-01  0.254E-02
   37  -0.153E-01  0.160E+01  0.794E+00 -0.181E+01 -0.112E-01  0.267E-02  0.120E-01  0.310E-02
   38  -0.146E-01  0.163E+01  0.780E+00 -0.182E+01 -0.112E-01  0.269E-02  0.124E-01  0.364E-02
   39  -0.127E-01  0.166E+01  0.765E+00 -0.182E+01 -0.112E-01  0.272E-02  0.127E-01  0.418E-02
   40  -0.960E-02  0.168E+01  0.751E+00 -0.182E+01 -0.112E-01  0.275E-02  0.130E-01  0.470E-02
   41  -0.519E-02  0.171E+01  0.737E+00 -0.181E+01  0.000E+00  0.126E-02  0.658E-02 -0.825E-03
   42  -0.161E-01  0.173E+01  0.729E+00 -0.182E+01  0.000E+00  0.116E-02  0.695E-02 -0.528E-03
   43  -0.263E-01  0.176E+01  0.721E+00 -0.182E+01  0.000E+00  0.107E-02  0.730E-02 -0.242E-03
   44  -0.359E-01  0.178E+01  0.712E+00 -0.182E+01  0.000E+00  0.986E-03  0.762E-02  0.320E-04
   45  -0.448E-01  0.179E+01  0.703E+00 -0.182E+01  0.000E+00  0.909E-03  0.791E-02  0.293E-03
   46  -0.531E-01  0.180E+01  0.694E+00 -0.181E+01  0.000E+00  0.839E-03  0.817E-02  0.540E-03
   47  -0.608E-01  0.181E+01  0.685E+00 -0.181E+01  0.000E+00  0.773E-03  0.840E-02  0.772E-03
   48  -0.680E-01  0.182E+01  0.676E+00 -0.180E+01  0.000E+00  0.713E-03  0.861E-02  0.990E-03
   49  -0.747E-01  0.183E+01  0.667E+00 -0.180E+01  0.000E+00  0.658E-03  0.879E-02  0.119E-02
   50  -0.809E-01  0.183E+01  0.658E+00 -0.179E+01  0.000E+00  0.781E-02  0.440E+00  0.149E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3600E+02 C =    0.3998E+01 U   = 0.3620E+01
        AR= 0.1799E-03 GAMMA= 0.6985E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.803E+00  0.000E+00  0.100E+01  0.000E+00 -0.220E-01  0.515E-02  0.794E-02 -0.906E-02
    2   0.760E+00  0.232E-01  0.101E+01 -0.761E-01 -0.119E-01  0.641E-02  0.897E-02 -0.534E-02
    3   0.717E+00  0.896E-01  0.102E+01 -0.158E+00 -0.119E-01  0.618E-02  0.730E-02 -0.619E-02
    4   0.676E+00  0.153E+00  0.103E+01 -0.238E+00 -0.119E-01  0.596E-02  0.587E-02 -0.690E-02
    5   0.636E+00  0.215E+00  0.104E+01 -0.316E+00 -0.119E-01  0.576E-02  0.466E-02 -0.748E-02
    6   0.598E+00  0.274E+00  0.104E+01 -0.392E+00 -0.119E-01  0.558E-02  0.367E-02 -0.793E-02
    7   0.562E+00  0.331E+00  0.104E+01 -0.465E+00 -0.119E-01  0.541E-02  0.286E-02 -0.826E-02
    8   0.527E+00  0.386E+00  0.105E+01 -0.537E+00 -0.119E-01  0.526E-02  0.222E-02 -0.848E-02
    9   0.493E+00  0.439E+00  0.105E+01 -0.606E+00 -0.119E-01  0.511E-02  0.175E-02 -0.860E-02
   10   0.461E+00  0.490E+00  0.105E+01 -0.673E+00 -0.119E-01  0.499E-02  0.141E-02 -0.863E-02
   11   0.430E+00  0.539E+00  0.105E+01 -0.738E+00 -0.110E-01  0.481E-02  0.130E-02 -0.847E-02
   12   0.399E+00  0.595E+00  0.105E+01 -0.804E+00 -0.110E-01  0.465E-02  0.115E-02 -0.845E-02
   13   0.370E+00  0.649E+00  0.105E+01 -0.867E+00 -0.110E-01  0.449E-02  0.112E-02 -0.834E-02
   14   0.341E+00  0.701E+00  0.104E+01 -0.927E+00 -0.110E-01  0.436E-02  0.118E-02 -0.817E-02
   15   0.315E+00  0.750E+00  0.104E+01 -0.985E+00 -0.110E-01  0.423E-02  0.133E-02 -0.792E-02
   16   0.289E+00  0.798E+00  0.104E+01 -0.104E+01 -0.110E-01  0.411E-02  0.156E-02 -0.762E-02
   17   0.266E+00  0.843E+00  0.103E+01 -0.109E+01 -0.110E-01  0.401E-02  0.185E-02 -0.727E-02
   18   0.243E+00  0.887E+00  0.103E+01 -0.115E+01 -0.110E-01  0.391E-02  0.220E-02 -0.688E-02
   19   0.222E+00  0.929E+00  0.102E+01 -0.119E+01 -0.110E-01  0.383E-02  0.259E-02 -0.644E-02
   20   0.202E+00  0.970E+00  0.101E+01 -0.124E+01 -0.110E-01  0.376E-02  0.303E-02 -0.597E-02
   21   0.184E+00  0.101E+01  0.100E+01 -0.128E+01 -0.988E-02  0.336E-02  0.284E-02 -0.618E-02
   22   0.164E+00  0.105E+01  0.995E+00 -0.133E+01 -0.988E-02  0.326E-02  0.330E-02 -0.574E-02
   23   0.145E+00  0.109E+01  0.987E+00 -0.137E+01 -0.988E-02  0.317E-02  0.379E-02 -0.527E-02
   24   0.128E+00  0.113E+01  0.978E+00 -0.141E+01 -0.988E-02  0.308E-02  0.429E-02 -0.478E-02
   25   0.112E+00  0.116E+01  0.969E+00 -0.144E+01 -0.988E-02  0.301E-02  0.479E-02 -0.427E-02
   26   0.971E-01  0.120E+01  0.959E+00 -0.148E+01 -0.988E-02  0.294E-02  0.531E-02 -0.375E-02
   27   0.834E-01  0.123E+01  0.949E+00 -0.151E+01 -0.988E-02  0.288E-02  0.582E-02 -0.323E-02
   28   0.709E-01  0.127E+01  0.939E+00 -0.154E+01 -0.988E-02  0.283E-02  0.633E-02 -0.269E-02
   29   0.597E-01  0.130E+01  0.928E+00 -0.157E+01 -0.988E-02  0.278E-02  0.683E-02 -0.215E-02
   30   0.496E-01  0.133E+01  0.916E+00 -0.159E+01 -0.988E-02  0.274E-02  0.732E-02 -0.161E-02
   31   0.407E-01  0.136E+01  0.905E+00 -0.161E+01 -0.988E-02  0.271E-02  0.780E-02 -0.107E-02
   32   0.330E-01  0.138E+01  0.893E+00 -0.163E+01 -0.988E-02  0.269E-02  0.827E-02 -0.537E-03
   33   0.264E-01  0.141E+01  0.881E+00 -0.165E+01 -0.988E-02  0.267E-02  0.872E-02 -0.247E-05
   34   0.211E-01  0.144E+01  0.868E+00 -0.167E+01 -0.988E-02  0.266E-02  0.915E-02  0.527E-03
   35   0.169E-01  0.147E+01  0.856E+00 -0.168E+01 -0.988E-02  0.265E-02  0.957E-02  0.105E-02
   36   0.138E-01  0.149E+01  0.843E+00 -0.169E+01 -0.988E-02  0.266E-02  0.997E-02  0.157E-02
   37   0.119E-01  0.152E+01  0.830E+00 -0.170E+01 -0.988E-02  0.266E-02  0.103E-01  0.208E-02
   38   0.112E-01  0.154E+01  0.817E+00 -0.171E+01 -0.988E-02  0.268E-02  0.107E-01  0.259E-02
   39   0.116E-01  0.157E+01  0.804E+00 -0.171E+01 -0.988E-02  0.270E-02  0.111E-01  0.309E-02
   40   0.133E-01  0.160E+01  0.791E+00 -0.171E+01 -0.988E-02  0.273E-02  0.114E-01  0.359E-02
   41   0.161E-01  0.162E+01  0.778E+00 -0.171E+01  0.000E+00  0.133E-02  0.566E-02 -0.141E-02
   42   0.430E-02  0.165E+01  0.771E+00 -0.172E+01  0.000E+00  0.123E-02  0.603E-02 -0.113E-02
   43  -0.678E-02  0.168E+01  0.763E+00 -0.173E+01  0.000E+00  0.114E-02  0.638E-02 -0.862E-03
   44  -0.172E-01  0.170E+01  0.755E+00 -0.173E+01  0.000E+00  0.106E-02  0.671E-02 -0.598E-03
   45  -0.270E-01  0.172E+01  0.747E+00 -0.173E+01  0.000E+00  0.982E-03  0.701E-02 -0.344E-03
   46  -0.362E-01  0.173E+01  0.739E+00 -0.173E+01  0.000E+00  0.910E-03  0.729E-02 -0.993E-04
   47  -0.448E-01  0.175E+01  0.731E+00 -0.173E+01  0.000E+00  0.844E-03  0.755E-02  0.135E-03
   48  -0.529E-01  0.176E+01  0.722E+00 -0.173E+01  0.000E+00  0.782E-03  0.779E-02  0.357E-03
   49  -0.605E-01  0.177E+01  0.714E+00 -0.173E+01  0.000E+00  0.725E-03  0.800E-02  0.568E-03
   50  -0.676E-01  0.178E+01  0.705E+00 -0.173E+01  0.000E+00  0.922E-02  0.474E+00  0.152E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3800E+02 C =    0.4020E+01 U   = 0.3683E+01
        AR= 0.1605E-03 GAMMA= 0.6724E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.814E+00  0.000E+00  0.100E+01  0.000E+00 -0.200E-01  0.474E-02  0.737E-02 -0.824E-02
    2   0.773E+00  0.203E-01  0.101E+01 -0.683E-01 -0.106E-01  0.593E-02  0.842E-02 -0.473E-02
    3   0.732E+00  0.796E-01  0.102E+01 -0.142E+00 -0.106E-01  0.574E-02  0.696E-02 -0.547E-02
    4   0.693E+00  0.137E+00  0.103E+01 -0.214E+00 -0.106E-01  0.555E-02  0.569E-02 -0.610E-02
    5   0.656E+00  0.192E+00  0.103E+01 -0.284E+00 -0.106E-01  0.539E-02  0.461E-02 -0.661E-02
    6   0.620E+00  0.246E+00  0.104E+01 -0.353E+00 -0.106E-01  0.523E-02  0.370E-02 -0.703E-02
    7   0.585E+00  0.297E+00  0.104E+01 -0.419E+00 -0.106E-01  0.508E-02  0.294E-02 -0.734E-02
    8   0.551E+00  0.347E+00  0.105E+01 -0.484E+00 -0.106E-01  0.495E-02  0.233E-02 -0.756E-02
    9   0.519E+00  0.395E+00  0.105E+01 -0.547E+00 -0.106E-01  0.483E-02  0.185E-02 -0.770E-02
   10   0.488E+00  0.442E+00  0.105E+01 -0.609E+00 -0.106E-01  0.472E-02  0.149E-02 -0.777E-02
   11   0.459E+00  0.487E+00  0.105E+01 -0.668E+00 -0.967E-02  0.459E-02  0.139E-02 -0.759E-02
   12   0.429E+00  0.539E+00  0.105E+01 -0.728E+00 -0.967E-02  0.445E-02  0.120E-02 -0.761E-02
   13   0.400E+00  0.589E+00  0.105E+01 -0.786E+00 -0.967E-02  0.431E-02  0.110E-02 -0.756E-02
   14   0.373E+00  0.637E+00  0.105E+01 -0.842E+00 -0.967E-02  0.419E-02  0.109E-02 -0.745E-02
   15   0.347E+00  0.683E+00  0.105E+01 -0.896E+00 -0.967E-02  0.408E-02  0.115E-02 -0.728E-02
   16   0.323E+00  0.728E+00  0.104E+01 -0.947E+00 -0.967E-02  0.398E-02  0.129E-02 -0.706E-02
   17   0.299E+00  0.771E+00  0.104E+01 -0.997E+00 -0.967E-02  0.388E-02  0.149E-02 -0.679E-02
   18   0.277E+00  0.812E+00  0.103E+01 -0.104E+01 -0.967E-02  0.380E-02  0.174E-02 -0.648E-02
   19   0.256E+00  0.852E+00  0.103E+01 -0.109E+01 -0.967E-02  0.372E-02  0.204E-02 -0.614E-02
   20   0.237E+00  0.891E+00  0.102E+01 -0.113E+01 -0.967E-02  0.366E-02  0.237E-02 -0.576E-02
   21   0.219E+00  0.928E+00  0.101E+01 -0.117E+01 -0.871E-02  0.331E-02  0.223E-02 -0.593E-02
   22   0.199E+00  0.969E+00  0.101E+01 -0.122E+01 -0.871E-02  0.322E-02  0.260E-02 -0.557E-02
   23   0.180E+00  0.101E+01  0.100E+01 -0.126E+01 -0.871E-02  0.313E-02  0.299E-02 -0.519E-02
   24   0.163E+00  0.104E+01  0.993E+00 -0.129E+01 -0.871E-02  0.305E-02  0.340E-02 -0.478E-02
   25   0.147E+00  0.108E+01  0.985E+00 -0.133E+01 -0.871E-02  0.298E-02  0.383E-02 -0.436E-02
   26   0.131E+00  0.111E+01  0.977E+00 -0.136E+01 -0.871E-02  0.292E-02  0.427E-02 -0.392E-02
   27   0.117E+00  0.115E+01  0.968E+00 -0.139E+01 -0.871E-02  0.286E-02  0.471E-02 -0.347E-02
   28   0.105E+00  0.118E+01  0.959E+00 -0.142E+01 -0.871E-02  0.282E-02  0.516E-02 -0.301E-02
   29   0.929E-01  0.121E+01  0.949E+00 -0.145E+01 -0.871E-02  0.277E-02  0.560E-02 -0.255E-02
   30   0.823E-01  0.124E+01  0.939E+00 -0.147E+01 -0.871E-02  0.273E-02  0.605E-02 -0.207E-02
   31   0.727E-01  0.127E+01  0.929E+00 -0.150E+01 -0.871E-02  0.270E-02  0.648E-02 -0.160E-02
   32   0.643E-01  0.130E+01  0.918E+00 -0.152E+01 -0.871E-02  0.268E-02  0.691E-02 -0.112E-02
   33   0.570E-01  0.133E+01  0.907E+00 -0.154E+01 -0.871E-02  0.266E-02  0.733E-02 -0.647E-03
   34   0.507E-01  0.135E+01  0.896E+00 -0.155E+01 -0.871E-02  0.265E-02  0.774E-02 -0.171E-03
   35   0.456E-01  0.138E+01  0.885E+00 -0.157E+01 -0.871E-02  0.264E-02  0.814E-02  0.304E-03
   36   0.415E-01  0.141E+01  0.873E+00 -0.158E+01 -0.871E-02  0.264E-02  0.853E-02  0.776E-03
   37   0.385E-01  0.143E+01  0.862E+00 -0.159E+01 -0.871E-02  0.264E-02  0.891E-02  0.125E-02
   38   0.366E-01  0.146E+01  0.850E+00 -0.160E+01 -0.871E-02  0.265E-02  0.927E-02  0.171E-02
   39   0.357E-01  0.149E+01  0.838E+00 -0.161E+01 -0.871E-02  0.266E-02  0.963E-02  0.218E-02
   40   0.360E-01  0.151E+01  0.826E+00 -0.161E+01 -0.871E-02  0.268E-02  0.997E-02  0.264E-02
   41   0.374E-01  0.154E+01  0.814E+00 -0.161E+01  0.000E+00  0.139E-02  0.487E-02 -0.187E-02
   42   0.249E-01  0.157E+01  0.808E+00 -0.162E+01  0.000E+00  0.129E-02  0.522E-02 -0.161E-02
   43   0.131E-01  0.160E+01  0.801E+00 -0.163E+01  0.000E+00  0.120E-02  0.556E-02 -0.136E-02
   44   0.197E-02  0.162E+01  0.793E+00 -0.164E+01  0.000E+00  0.112E-02  0.588E-02 -0.111E-02
   45  -0.856E-02  0.164E+01  0.786E+00 -0.165E+01  0.000E+00  0.104E-02  0.618E-02 -0.873E-03
   46  -0.185E-01  0.166E+01  0.778E+00 -0.165E+01  0.000E+00  0.970E-03  0.647E-02 -0.638E-03
   47  -0.279E-01  0.168E+01  0.771E+00 -0.166E+01  0.000E+00  0.904E-03  0.674E-02 -0.410E-03
   48  -0.367E-01  0.169E+01  0.763E+00 -0.166E+01  0.000E+00  0.841E-03  0.698E-02 -0.192E-03
   49  -0.451E-01  0.171E+01  0.755E+00 -0.166E+01  0.000E+00  0.784E-03  0.721E-02  0.185E-04
   50  -0.529E-01  0.172E+01  0.747E+00 -0.166E+01  0.000E+00  0.106E-01  0.502E+00  0.152E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.4000E+02 C =    0.4038E+01 U   = 0.3737E+01
        AR= 0.1446E-03 GAMMA= 0.6468E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.823E+00  0.000E+00  0.100E+01  0.000E+00 -0.184E-01  0.440E-02  0.687E-02 -0.754E-02
    2   0.785E+00  0.179E-01  0.101E+01 -0.616E-01 -0.955E-02  0.553E-02  0.794E-02 -0.422E-02
    3   0.747E+00  0.713E-01  0.102E+01 -0.128E+00 -0.955E-02  0.536E-02  0.665E-02 -0.487E-02
    4   0.710E+00  0.123E+00  0.103E+01 -0.193E+00 -0.955E-02  0.520E-02  0.552E-02 -0.543E-02
    5   0.674E+00  0.173E+00  0.103E+01 -0.257E+00 -0.955E-02  0.506E-02  0.454E-02 -0.589E-02
    6   0.640E+00  0.222E+00  0.104E+01 -0.319E+00 -0.955E-02  0.492E-02  0.371E-02 -0.627E-02
    7   0.606E+00  0.269E+00  0.104E+01 -0.380E+00 -0.955E-02  0.479E-02  0.300E-02 -0.657E-02
    8   0.574E+00  0.314E+00  0.105E+01 -0.439E+00 -0.955E-02  0.468E-02  0.242E-02 -0.679E-02
    9   0.543E+00  0.358E+00  0.105E+01 -0.497E+00 -0.955E-02  0.457E-02  0.195E-02 -0.694E-02
   10   0.514E+00  0.401E+00  0.105E+01 -0.553E+00 -0.955E-02  0.447E-02  0.158E-02 -0.702E-02
   11   0.485E+00  0.443E+00  0.105E+01 -0.607E+00 -0.857E-02  0.439E-02  0.150E-02 -0.683E-02
   12   0.456E+00  0.491E+00  0.105E+01 -0.663E+00 -0.857E-02  0.426E-02  0.127E-02 -0.688E-02
   13   0.429E+00  0.537E+00  0.105E+01 -0.716E+00 -0.857E-02  0.414E-02  0.112E-02 -0.687E-02
   14   0.402E+00  0.582E+00  0.105E+01 -0.768E+00 -0.857E-02  0.403E-02  0.106E-02 -0.681E-02
   15   0.377E+00  0.625E+00  0.105E+01 -0.817E+00 -0.857E-02  0.393E-02  0.107E-02 -0.669E-02
   16   0.353E+00  0.667E+00  0.105E+01 -0.865E+00 -0.857E-02  0.384E-02  0.114E-02 -0.653E-02
   17   0.330E+00  0.707E+00  0.104E+01 -0.912E+00 -0.857E-02  0.376E-02  0.126E-02 -0.633E-02
   18   0.309E+00  0.746E+00  0.104E+01 -0.956E+00 -0.857E-02  0.368E-02  0.144E-02 -0.609E-02
   19   0.288E+00  0.784E+00  0.103E+01 -0.999E+00 -0.857E-02  0.361E-02  0.166E-02 -0.582E-02
   20   0.269E+00  0.821E+00  0.103E+01 -0.104E+01 -0.857E-02  0.355E-02  0.191E-02 -0.552E-02
   21   0.251E+00  0.857E+00  0.102E+01 -0.108E+01 -0.769E-02  0.325E-02  0.180E-02 -0.565E-02
   22   0.231E+00  0.896E+00  0.102E+01 -0.112E+01 -0.769E-02  0.316E-02  0.209E-02 -0.536E-02
   23   0.213E+00  0.933E+00  0.101E+01 -0.116E+01 -0.769E-02  0.309E-02  0.241E-02 -0.504E-02
   24   0.195E+00  0.969E+00  0.101E+01 -0.119E+01 -0.769E-02  0.301E-02  0.275E-02 -0.471E-02
   25   0.179E+00  0.100E+01  0.999E+00 -0.122E+01 -0.769E-02  0.295E-02  0.310E-02 -0.436E-02
   26   0.164E+00  0.104E+01  0.992E+00 -0.126E+01 -0.769E-02  0.289E-02  0.347E-02 -0.399E-02
   27   0.150E+00  0.107E+01  0.984E+00 -0.129E+01 -0.769E-02  0.283E-02  0.385E-02 -0.361E-02
   28   0.136E+00  0.110E+01  0.976E+00 -0.131E+01 -0.769E-02  0.279E-02  0.424E-02 -0.321E-02
   29   0.124E+00  0.113E+01  0.967E+00 -0.134E+01 -0.769E-02  0.275E-02  0.463E-02 -0.281E-02
   30   0.113E+00  0.116E+01  0.958E+00 -0.137E+01 -0.769E-02  0.271E-02  0.503E-02 -0.240E-02
   31   0.103E+00  0.119E+01  0.949E+00 -0.139E+01 -0.769E-02  0.268E-02  0.542E-02 -0.198E-02
   32   0.941E-01  0.122E+01  0.940E+00 -0.141E+01 -0.769E-02  0.265E-02  0.581E-02 -0.156E-02
   33   0.861E-01  0.125E+01  0.930E+00 -0.143E+01 -0.769E-02  0.263E-02  0.620E-02 -0.114E-02
   34   0.791E-01  0.127E+01  0.920E+00 -0.145E+01 -0.769E-02  0.262E-02  0.658E-02 -0.717E-03
   35   0.731E-01  0.130E+01  0.910E+00 -0.146E+01 -0.769E-02  0.261E-02  0.695E-02 -0.291E-03
   36   0.681E-01  0.133E+01  0.900E+00 -0.148E+01 -0.769E-02  0.260E-02  0.732E-02  0.134E-03
   37   0.641E-01  0.135E+01  0.889E+00 -0.149E+01 -0.769E-02  0.260E-02  0.768E-02  0.560E-03
   38   0.612E-01  0.138E+01  0.878E+00 -0.150E+01 -0.769E-02  0.260E-02  0.803E-02  0.985E-03
   39   0.592E-01  0.140E+01  0.868E+00 -0.151E+01 -0.769E-02  0.261E-02  0.838E-02  0.141E-02
   40   0.583E-01  0.143E+01  0.857E+00 -0.152E+01 -0.769E-02  0.263E-02  0.872E-02  0.183E-02
   41   0.583E-01  0.145E+01  0.846E+00 -0.152E+01  0.000E+00  0.143E-02  0.419E-02 -0.221E-02
   42   0.453E-01  0.149E+01  0.840E+00 -0.153E+01  0.000E+00  0.134E-02  0.452E-02 -0.198E-02
   43   0.330E-01  0.151E+01  0.833E+00 -0.155E+01  0.000E+00  0.125E-02  0.484E-02 -0.175E-02
   44   0.213E-01  0.154E+01  0.827E+00 -0.156E+01  0.000E+00  0.117E-02  0.514E-02 -0.153E-02
   45   0.101E-01  0.156E+01  0.820E+00 -0.156E+01  0.000E+00  0.109E-02  0.544E-02 -0.130E-02
   46  -0.453E-03  0.159E+01  0.813E+00 -0.157E+01  0.000E+00  0.102E-02  0.572E-02 -0.108E-02
   47  -0.105E-01  0.160E+01  0.806E+00 -0.158E+01  0.000E+00  0.954E-03  0.599E-02 -0.865E-03
   48  -0.200E-01  0.162E+01  0.799E+00 -0.158E+01  0.000E+00  0.892E-03  0.624E-02 -0.655E-03
   49  -0.290E-01  0.164E+01  0.791E+00 -0.158E+01  0.000E+00  0.834E-03  0.647E-02 -0.451E-03
