    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
   18   0.617E-01  0.141E+01  0.963E+00 -0.179E+01 -0.184E-01  0.408E-02  0.876E-02 -0.725E-02
   19   0.407E-01  0.145E+01  0.949E+00 -0.185E+01 -0.184E-01  0.394E-02  0.991E-02 -0.607E-02
   20   0.219E-01  0.150E+01  0.933E+00 -0.191E+01 -0.184E-01  0.382E-02  0.110E-01 -0.488E-02
   21   0.511E-02  0.154E+01  0.916E+00 -0.196E+01 -0.159E-01  0.311E-02  0.104E-01 -0.539E-02
   22  -0.141E-01  0.158E+01  0.901E+00 -0.200E+01 -0.159E-01  0.296E-02  0.114E-01 -0.433E-02
   23  -0.316E-01  0.161E+01  0.885E+00 -0.205E+01 -0.159E-01  0.282E-02  0.124E-01 -0.328E-02
   24  -0.473E-01  0.164E+01  0.868E+00 -0.209E+01 -0.159E-01  0.270E-02  0.134E-01 -0.225E-02
   25  -0.613E-01  0.167E+01  0.851E+00 -0.212E+01 -0.159E-01  0.259E-02  0.142E-01 -0.124E-02
   26  -0.736E-01  0.170E+01  0.833E+00 -0.215E+01 -0.159E-01  0.250E-02  0.150E-01 -0.271E-03
   27  -0.843E-01  0.172E+01  0.815E+00 -0.218E+01 -0.159E-01  0.242E-02  0.158E-01  0.667E-03
   28  -0.934E-01  0.174E+01  0.797E+00 -0.220E+01 -0.159E-01  0.236E-02  0.164E-01  0.157E-02
   29  -0.101E+00  0.176E+01  0.778E+00 -0.222E+01 -0.159E-01  0.230E-02  0.170E-01  0.242E-02
   30  -0.107E+00  0.178E+01  0.758E+00 -0.223E+01 -0.159E-01  0.226E-02  0.174E-01  0.324E-02
   31  -0.111E+00  0.179E+01  0.739E+00 -0.224E+01 -0.159E-01  0.223E-02  0.178E-01  0.401E-02
   32  -0.114E+00  0.181E+01  0.720E+00 -0.225E+01 -0.159E-01  0.222E-02  0.182E-01  0.473E-02
   33  -0.115E+00  0.182E+01  0.700E+00 -0.225E+01 -0.159E-01  0.221E-02  0.184E-01  0.541E-02
   34  -0.115E+00  0.184E+01  0.680E+00 -0.225E+01 -0.159E-01  0.221E-02  0.186E-01  0.605E-02
   35  -0.113E+00  0.185E+01  0.661E+00 -0.224E+01 -0.159E-01  0.223E-02  0.187E-01  0.665E-02
   36  -0.110E+00  0.187E+01  0.641E+00 -0.223E+01 -0.159E-01  0.225E-02  0.188E-01  0.722E-02
   37  -0.105E+00  0.188E+01  0.622E+00 -0.222E+01 -0.159E-01  0.229E-02  0.188E-01  0.775E-02
   38  -0.987E-01  0.190E+01  0.603E+00 -0.220E+01 -0.159E-01  0.234E-02  0.188E-01  0.825E-02
   39  -0.908E-01  0.192E+01  0.584E+00 -0.218E+01 -0.159E-01  0.240E-02  0.187E-01  0.873E-02
   40  -0.812E-01  0.194E+01  0.566E+00 -0.215E+01 -0.159E-01  0.247E-02  0.186E-01  0.920E-02
   41  -0.701E-01  0.196E+01  0.548E+00 -0.212E+01  0.000E+00  0.828E-03  0.999E-02  0.222E-02
   42  -0.765E-01  0.197E+01  0.537E+00 -0.210E+01  0.000E+00  0.744E-03  0.102E-01  0.246E-02
   43  -0.823E-01  0.197E+01  0.526E+00 -0.208E+01  0.000E+00  0.669E-03  0.103E-01  0.268E-02
   44  -0.875E-01  0.196E+01  0.515E+00 -0.206E+01  0.000E+00  0.601E-03  0.104E-01  0.287E-02
   45  -0.920E-01  0.196E+01  0.504E+00 -0.203E+01  0.000E+00  0.540E-03  0.105E-01  0.303E-02
   46  -0.960E-01  0.195E+01  0.493E+00 -0.201E+01  0.000E+00  0.485E-03  0.105E-01  0.316E-02
   47  -0.995E-01  0.193E+01  0.482E+00 -0.198E+01  0.000E+00  0.436E-03  0.105E-01  0.327E-02
   48  -0.103E+00  0.192E+01  0.472E+00 -0.195E+01  0.000E+00  0.392E-03  0.104E-01  0.335E-02
   49  -0.105E+00  0.190E+01  0.461E+00 -0.192E+01  0.000E+00  0.353E-03  0.103E-01  0.342E-02
   50  -0.107E+00  0.188E+01  0.450E+00 -0.189E+01  0.000E+00  0.313E-02  0.269E+00  0.111E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.2800E+02 C =    0.3860E+01 U   = 0.3290E+01
        AR= 0.3130E-03 GAMMA= 0.7897E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.759E+00  0.000E+00  0.100E+01  0.000E+00 -0.328E-01  0.769E-02  0.115E-01 -0.137E-01
    2   0.702E+00  0.457E-01  0.101E+01 -0.125E+00 -0.185E-01  0.930E-02  0.121E-01 -0.888E-02
    3   0.646E+00  0.161E+00  0.102E+01 -0.259E+00 -0.185E-01  0.876E-02  0.898E-02 -0.106E-01
    4   0.592E+00  0.270E+00  0.103E+01 -0.388E+00 -0.185E-01  0.828E-02  0.655E-02 -0.118E-01
    5   0.542E+00  0.373E+00  0.104E+01 -0.512E+00 -0.185E-01  0.784E-02  0.470E-02 -0.128E-01
    6   0.493E+00  0.469E+00  0.104E+01 -0.631E+00 -0.185E-01  0.744E-02  0.336E-02 -0.134E-01
    7   0.448E+00  0.561E+00  0.105E+01 -0.745E+00 -0.185E-01  0.708E-02  0.246E-02 -0.137E-01
    8   0.405E+00  0.647E+00  0.105E+01 -0.854E+00 -0.185E-01  0.676E-02  0.194E-02 -0.137E-01
    9   0.365E+00  0.728E+00  0.104E+01 -0.958E+00 -0.185E-01  0.647E-02  0.175E-02 -0.136E-01
   10   0.327E+00  0.805E+00  0.104E+01 -0.106E+01 -0.185E-01  0.622E-02  0.185E-02 -0.132E-01
   11   0.291E+00  0.878E+00  0.104E+01 -0.115E+01 -0.176E-01  0.569E-02  0.179E-02 -0.131E-01
   12   0.255E+00  0.956E+00  0.103E+01 -0.125E+01 -0.176E-01  0.539E-02  0.223E-02 -0.127E-01
   13   0.221E+00  0.103E+01  0.102E+01 -0.133E+01 -0.176E-01  0.511E-02  0.285E-02 -0.120E-01
   14   0.189E+00  0.110E+01  0.102E+01 -0.142E+01 -0.176E-01  0.487E-02  0.361E-02 -0.113E-01
   15   0.159E+00  0.116E+01  0.101E+01 -0.150E+01 -0.176E-01  0.464E-02  0.447E-02 -0.104E-01
   16   0.132E+00  0.122E+01  0.997E+00 -0.157E+01 -0.176E-01  0.445E-02  0.542E-02 -0.951E-02
   17   0.106E+00  0.128E+01  0.986E+00 -0.164E+01 -0.176E-01  0.428E-02  0.642E-02 -0.852E-02
   18   0.833E-01  0.133E+01  0.973E+00 -0.170E+01 -0.176E-01  0.412E-02  0.745E-02 -0.749E-02
   19   0.621E-01  0.137E+01  0.959E+00 -0.176E+01 -0.176E-01  0.399E-02  0.849E-02 -0.642E-02
   20   0.429E-01  0.142E+01  0.945E+00 -0.182E+01 -0.176E-01  0.388E-02  0.952E-02 -0.533E-02
   21   0.258E-01  0.146E+01  0.930E+00 -0.187E+01 -0.154E-01  0.321E-02  0.895E-02 -0.579E-02
   22   0.629E-02  0.150E+01  0.915E+00 -0.191E+01 -0.154E-01  0.306E-02  0.995E-02 -0.481E-02
   23  -0.115E-01  0.154E+01  0.900E+00 -0.196E+01 -0.154E-01  0.292E-02  0.109E-01 -0.384E-02
   24  -0.276E-01  0.157E+01  0.885E+00 -0.200E+01 -0.154E-01  0.281E-02  0.118E-01 -0.287E-02
   25  -0.420E-01  0.160E+01  0.869E+00 -0.204E+01 -0.154E-01  0.270E-02  0.127E-01 -0.192E-02
   26  -0.548E-01  0.163E+01  0.852E+00 -0.207E+01 -0.154E-01  0.262E-02  0.135E-01 -0.986E-03
   27  -0.660E-01  0.166E+01  0.835E+00 -0.210E+01 -0.154E-01  0.254E-02  0.142E-01 -0.829E-04
   28  -0.756E-01  0.168E+01  0.817E+00 -0.212E+01 -0.154E-01  0.248E-02  0.149E-01  0.790E-03
   29  -0.837E-01  0.170E+01  0.799E+00 -0.214E+01 -0.154E-01  0.242E-02  0.155E-01  0.163E-02
   30  -0.902E-01  0.172E+01  0.781E+00 -0.216E+01 -0.154E-01  0.238E-02  0.160E-01  0.243E-02
   31  -0.952E-01  0.174E+01  0.763E+00 -0.217E+01 -0.154E-01  0.235E-02  0.165E-01  0.320E-02
   32  -0.987E-01  0.176E+01  0.744E+00 -0.218E+01 -0.154E-01  0.233E-02  0.168E-01  0.393E-02
   33  -0.101E+00  0.178E+01  0.726E+00 -0.218E+01 -0.154E-01  0.233E-02  0.172E-01  0.463E-02
   34  -0.101E+00  0.180E+01  0.707E+00 -0.219E+01 -0.154E-01  0.233E-02  0.174E-01  0.529E-02
   35  -0.100E+00  0.181E+01  0.688E+00 -0.218E+01 -0.154E-01  0.234E-02  0.176E-01  0.591E-02
   36  -0.978E-01  0.183E+01  0.670E+00 -0.218E+01 -0.154E-01  0.236E-02  0.178E-01  0.650E-02
   37  -0.938E-01  0.185E+01  0.651E+00 -0.217E+01 -0.154E-01  0.240E-02  0.179E-01  0.706E-02
   38  -0.883E-01  0.187E+01  0.633E+00 -0.215E+01 -0.154E-01  0.244E-02  0.180E-01  0.760E-02
   39  -0.813E-01  0.189E+01  0.615E+00 -0.214E+01 -0.154E-01  0.250E-02  0.180E-01  0.812E-02
   40  -0.727E-01  0.191E+01  0.597E+00 -0.211E+01 -0.154E-01  0.257E-02  0.180E-01  0.862E-02
   41  -0.626E-01  0.194E+01  0.579E+00 -0.209E+01  0.000E+00  0.906E-03  0.960E-02  0.174E-02
   42  -0.699E-01  0.195E+01  0.569E+00 -0.207E+01  0.000E+00  0.819E-03  0.985E-02  0.201E-02
   43  -0.764E-01  0.195E+01  0.558E+00 -0.206E+01  0.000E+00  0.739E-03  0.100E-01  0.225E-02
   44  -0.823E-01  0.195E+01  0.547E+00 -0.204E+01  0.000E+00  0.668E-03  0.102E-01  0.247E-02
   45  -0.876E-01  0.195E+01  0.537E+00 -0.202E+01  0.000E+00  0.603E-03  0.103E-01  0.266E-02
   46  -0.923E-01  0.194E+01  0.526E+00 -0.199E+01  0.000E+00  0.544E-03  0.104E-01  0.282E-02
   47  -0.965E-01  0.193E+01  0.515E+00 -0.197E+01  0.000E+00  0.492E-03  0.104E-01  0.296E-02
   48  -0.100E+00  0.192E+01  0.505E+00 -0.195E+01  0.000E+00  0.444E-03  0.104E-01  0.308E-02
   49  -0.103E+00  0.191E+01  0.494E+00 -0.192E+01  0.000E+00  0.401E-03  0.103E-01  0.318E-02
   50  -0.106E+00  0.189E+01  0.483E+00 -0.189E+01  0.000E+00  0.373E-02  0.298E+00  0.120E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.2900E+02 C =    0.3883E+01 U   = 0.3335E+01
        AR= 0.2901E-03 GAMMA= 0.7811E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.764E+00  0.000E+00  0.100E+01  0.000E+00 -0.313E-01  0.728E-02  0.109E-01 -0.130E-01
    2   0.709E+00  0.414E-01  0.101E+01 -0.117E+00 -0.177E-01  0.884E-02  0.116E-01 -0.835E-02
    3   0.655E+00  0.148E+00  0.102E+01 -0.242E+00 -0.177E-01  0.836E-02  0.875E-02 -0.988E-02
    4   0.604E+00  0.248E+00  0.103E+01 -0.363E+00 -0.177E-01  0.793E-02  0.648E-02 -0.111E-01
    5   0.555E+00  0.344E+00  0.104E+01 -0.479E+00 -0.177E-01  0.753E-02  0.472E-02 -0.119E-01
    6   0.508E+00  0.434E+00  0.104E+01 -0.591E+00 -0.177E-01  0.718E-02  0.340E-02 -0.125E-01
    7   0.464E+00  0.519E+00  0.105E+01 -0.698E+00 -0.177E-01  0.685E-02  0.249E-02 -0.129E-01
    8   0.422E+00  0.600E+00  0.105E+01 -0.802E+00 -0.177E-01  0.656E-02  0.192E-02 -0.130E-01
    9   0.382E+00  0.677E+00  0.105E+01 -0.900E+00 -0.177E-01  0.630E-02  0.165E-02 -0.129E-01
   10   0.345E+00  0.749E+00  0.104E+01 -0.995E+00 -0.177E-01  0.607E-02  0.163E-02 -0.126E-01
   11   0.310E+00  0.818E+00  0.104E+01 -0.108E+01 -0.168E-01  0.560E-02  0.156E-02 -0.125E-01
   12   0.275E+00  0.893E+00  0.103E+01 -0.117E+01 -0.168E-01  0.532E-02  0.187E-02 -0.121E-01
   13   0.241E+00  0.964E+00  0.103E+01 -0.126E+01 -0.168E-01  0.507E-02  0.235E-02 -0.116E-01
   14   0.210E+00  0.103E+01  0.102E+01 -0.134E+01 -0.168E-01  0.484E-02  0.298E-02 -0.110E-01
   15   0.180E+00  0.109E+01  0.101E+01 -0.142E+01 -0.168E-01  0.463E-02  0.371E-02 -0.102E-01
   16   0.153E+00  0.115E+01  0.100E+01 -0.149E+01 -0.168E-01  0.445E-02  0.453E-02 -0.942E-02
   17   0.128E+00  0.120E+01  0.993E+00 -0.155E+01 -0.168E-01  0.429E-02  0.541E-02 -0.854E-02
   18   0.105E+00  0.125E+01  0.982E+00 -0.162E+01 -0.168E-01  0.415E-02  0.632E-02 -0.761E-02
   19   0.834E-01  0.130E+01  0.969E+00 -0.167E+01 -0.168E-01  0.402E-02  0.726E-02 -0.665E-02
   20   0.641E-01  0.135E+01  0.956E+00 -0.173E+01 -0.168E-01  0.391E-02  0.821E-02 -0.566E-02
   21   0.466E-01  0.139E+01  0.942E+00 -0.178E+01 -0.148E-01  0.328E-02  0.772E-02 -0.608E-02
   22   0.269E-01  0.143E+01  0.928E+00 -0.183E+01 -0.148E-01  0.314E-02  0.864E-02 -0.518E-02
   23   0.885E-02  0.147E+01  0.915E+00 -0.187E+01 -0.148E-01  0.301E-02  0.954E-02 -0.428E-02
   24  -0.754E-02  0.151E+01  0.900E+00 -0.191E+01 -0.148E-01  0.290E-02  0.104E-01 -0.338E-02
   25  -0.223E-01  0.154E+01  0.885E+00 -0.195E+01 -0.148E-01  0.280E-02  0.112E-01 -0.248E-02
   26  -0.355E-01  0.157E+01  0.869E+00 -0.198E+01 -0.148E-01  0.271E-02  0.120E-01 -0.161E-02
   27  -0.472E-01  0.160E+01  0.853E+00 -0.201E+01 -0.148E-01  0.264E-02  0.128E-01 -0.744E-03
   28  -0.573E-01  0.162E+01  0.837E+00 -0.204E+01 -0.148E-01  0.257E-02  0.134E-01  0.945E-04
   29  -0.659E-01  0.165E+01  0.820E+00 -0.206E+01 -0.148E-01  0.252E-02  0.140E-01  0.907E-03
   30  -0.730E-01  0.167E+01  0.803E+00 -0.208E+01 -0.148E-01  0.248E-02  0.146E-01  0.169E-02
   31  -0.787E-01  0.169E+01  0.785E+00 -0.210E+01 -0.148E-01  0.245E-02  0.151E-01  0.245E-02
   32  -0.828E-01  0.171E+01  0.768E+00 -0.211E+01 -0.148E-01  0.243E-02  0.155E-01  0.317E-02
   33  -0.855E-01  0.173E+01  0.750E+00 -0.211E+01 -0.148E-01  0.242E-02  0.159E-01  0.387E-02
   34  -0.868E-01  0.175E+01  0.732E+00 -0.212E+01 -0.148E-01  0.242E-02  0.162E-01  0.453E-02
   35  -0.866E-01  0.177E+01  0.714E+00 -0.212E+01 -0.148E-01  0.243E-02  0.165E-01  0.516E-02
   36  -0.849E-01  0.179E+01  0.696E+00 -0.212E+01 -0.148E-01  0.245E-02  0.167E-01  0.577E-02
   37  -0.817E-01  0.181E+01  0.678E+00 -0.211E+01 -0.148E-01  0.248E-02  0.169E-01  0.635E-02
   38  -0.771E-01  0.184E+01  0.661E+00 -0.210E+01 -0.148E-01  0.252E-02  0.171E-01  0.691E-02
   39  -0.710E-01  0.186E+01  0.643E+00 -0.209E+01 -0.148E-01  0.258E-02  0.172E-01  0.745E-02
   40  -0.634E-01  0.188E+01  0.626E+00 -0.207E+01 -0.148E-01  0.264E-02  0.173E-01  0.797E-02
   41  -0.543E-01  0.191E+01  0.609E+00 -0.205E+01  0.000E+00  0.980E-03  0.913E-02  0.125E-02
   42  -0.623E-01  0.192E+01  0.599E+00 -0.204E+01  0.000E+00  0.889E-03  0.943E-02  0.154E-02
   43  -0.696E-01  0.193E+01  0.589E+00 -0.203E+01  0.000E+00  0.806E-03  0.967E-02  0.180E-02
   44  -0.762E-01  0.193E+01  0.578E+00 -0.201E+01  0.000E+00  0.731E-03  0.987E-02  0.204E-02
   45  -0.822E-01  0.193E+01  0.568E+00 -0.199E+01  0.000E+00  0.663E-03  0.100E-01  0.226E-02
   46  -0.876E-01  0.193E+01  0.557E+00 -0.198E+01  0.000E+00  0.601E-03  0.101E-01  0.245E-02
   47  -0.925E-01  0.193E+01  0.547E+00 -0.196E+01  0.000E+00  0.545E-03  0.102E-01  0.262E-02
   48  -0.968E-01  0.192E+01  0.536E+00 -0.194E+01  0.000E+00  0.494E-03  0.103E-01  0.276E-02
   49  -0.101E+00  0.191E+01  0.526E+00 -0.191E+01  0.000E+00  0.448E-03  0.103E-01  0.289E-02
   50  -0.104E+00  0.190E+01  0.516E+00 -0.189E+01  0.000E+00  0.437E-02  0.326E+00  0.127E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3000E+02 C =    0.3905E+01 U   = 0.3380E+01
        AR= 0.2692E-03 GAMMA= 0.7714E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.769E+00  0.000E+00  0.100E+01  0.000E+00 -0.297E-01  0.689E-02  0.104E-01 -0.124E-01
    2   0.716E+00  0.376E-01  0.101E+01 -0.109E+00 -0.168E-01  0.841E-02  0.112E-01 -0.784E-02
    3   0.664E+00  0.136E+00  0.102E+01 -0.227E+00 -0.168E-01  0.798E-02  0.853E-02 -0.924E-02
    4   0.615E+00  0.230E+00  0.103E+01 -0.340E+00 -0.168E-01  0.759E-02  0.640E-02 -0.103E-01
    5   0.567E+00  0.318E+00  0.104E+01 -0.449E+00 -0.168E-01  0.724E-02  0.473E-02 -0.112E-01
    6   0.522E+00  0.403E+00  0.104E+01 -0.555E+00 -0.168E-01  0.692E-02  0.345E-02 -0.117E-01
    7   0.479E+00  0.483E+00  0.105E+01 -0.656E+00 -0.168E-01  0.662E-02  0.253E-02 -0.121E-01
    8   0.438E+00  0.559E+00  0.105E+01 -0.754E+00 -0.168E-01  0.636E-02  0.192E-02 -0.122E-01
    9   0.400E+00  0.631E+00  0.105E+01 -0.847E+00 -0.168E-01  0.612E-02  0.159E-02 -0.122E-01
   10   0.363E+00  0.700E+00  0.104E+01 -0.937E+00 -0.168E-01  0.591E-02  0.149E-02 -0.120E-01
   11   0.329E+00  0.765E+00  0.104E+01 -0.102E+01 -0.159E-01  0.550E-02  0.140E-02 -0.119E-01
   12   0.294E+00  0.837E+00  0.104E+01 -0.111E+01 -0.159E-01  0.524E-02  0.161E-02 -0.116E-01
   13   0.261E+00  0.905E+00  0.103E+01 -0.119E+01 -0.159E-01  0.501E-02  0.197E-02 -0.111E-01
   14   0.230E+00  0.969E+00  0.103E+01 -0.127E+01 -0.159E-01  0.480E-02  0.248E-02 -0.106E-01
   15   0.201E+00  0.103E+01  0.102E+01 -0.134E+01 -0.159E-01  0.460E-02  0.309E-02 -0.996E-02
   16   0.174E+00  0.108E+01  0.101E+01 -0.141E+01 -0.159E-01  0.443E-02  0.379E-02 -0.925E-02
   17   0.149E+00  0.114E+01  0.100E+01 -0.148E+01 -0.159E-01  0.428E-02  0.456E-02 -0.848E-02
   18   0.126E+00  0.119E+01  0.990E+00 -0.154E+01 -0.159E-01  0.415E-02  0.537E-02 -0.765E-02
   19   0.105E+00  0.124E+01  0.978E+00 -0.159E+01 -0.159E-01  0.403E-02  0.621E-02 -0.679E-02
   20   0.850E-01  0.128E+01  0.966E+00 -0.165E+01 -0.159E-01  0.393E-02  0.707E-02 -0.589E-02
   21   0.673E-01  0.132E+01  0.953E+00 -0.170E+01 -0.141E-01  0.333E-02  0.665E-02 -0.627E-02
   22   0.475E-01  0.137E+01  0.941E+00 -0.174E+01 -0.141E-01  0.320E-02  0.750E-02 -0.545E-02
   23   0.292E-01  0.141E+01  0.928E+00 -0.179E+01 -0.141E-01  0.307E-02  0.834E-02 -0.462E-02
   24   0.126E-01  0.144E+01  0.914E+00 -0.183E+01 -0.141E-01  0.296E-02  0.915E-02 -0.379E-02
   25  -0.251E-02  0.148E+01  0.900E+00 -0.187E+01 -0.141E-01  0.287E-02  0.994E-02 -0.296E-02
   26  -0.161E-01  0.151E+01  0.885E+00 -0.190E+01 -0.141E-01  0.279E-02  0.107E-01 -0.213E-02
   27  -0.281E-01  0.154E+01  0.870E+00 -0.193E+01 -0.141E-01  0.271E-02  0.114E-01 -0.132E-02
   28  -0.387E-01  0.157E+01  0.855E+00 -0.196E+01 -0.141E-01  0.265E-02  0.121E-01 -0.518E-03
   29  -0.478E-01  0.159E+01  0.839E+00 -0.198E+01 -0.141E-01  0.260E-02  0.127E-01  0.261E-03
   30  -0.555E-01  0.162E+01  0.823E+00 -0.200E+01 -0.141E-01  0.256E-02  0.133E-01  0.102E-02
   31  -0.617E-01  0.164E+01  0.806E+00 -0.202E+01 -0.141E-01  0.253E-02  0.138E-01  0.175E-02
   32  -0.665E-01  0.166E+01  0.789E+00 -0.203E+01 -0.141E-01  0.251E-02  0.143E-01  0.246E-02
   33  -0.698E-01  0.169E+01  0.773E+00 -0.204E+01 -0.141E-01  0.250E-02  0.147E-01  0.315E-02
   34  -0.718E-01  0.171E+01  0.756E+00 -0.205E+01 -0.141E-01  0.250E-02  0.151E-01  0.381E-02
   35  -0.723E-01  0.173E+01  0.738E+00 -0.206E+01 -0.141E-01  0.251E-02  0.154E-01  0.444E-02
   36  -0.714E-01  0.175E+01  0.721E+00 -0.206E+01 -0.141E-01  0.252E-02  0.157E-01  0.505E-02
   37  -0.691E-01  0.177E+01  0.704E+00 -0.205E+01 -0.141E-01  0.255E-02  0.159E-01  0.564E-02
   38  -0.653E-01  0.180E+01  0.688E+00 -0.205E+01 -0.141E-01  0.259E-02  0.161E-01  0.621E-02
   39  -0.601E-01  0.182E+01  0.671E+00 -0.204E+01 -0.141E-01  0.263E-02  0.163E-01  0.676E-02
   40  -0.535E-01  0.185E+01  0.654E+00 -0.202E+01 -0.141E-01  0.269E-02  0.165E-01  0.730E-02
   41  -0.454E-01  0.187E+01  0.638E+00 -0.201E+01  0.000E+00  0.105E-02  0.863E-02  0.777E-03
   42  -0.540E-01  0.189E+01  0.628E+00 -0.200E+01  0.000E+00  0.954E-03  0.895E-02  0.108E-02
   43  -0.620E-01  0.190E+01  0.618E+00 -0.199E+01  0.000E+00  0.868E-03  0.923E-02  0.135E-02
   44  -0.693E-01  0.191E+01  0.608E+00 -0.198E+01  0.000E+00  0.790E-03  0.947E-02  0.161E-02
   45  -0.759E-01  0.191E+01  0.598E+00 -0.197E+01  0.000E+00  0.720E-03  0.967E-02  0.184E-02
   46  -0.820E-01  0.191E+01  0.588E+00 -0.195E+01  0.000E+00  0.655E-03  0.983E-02  0.206E-02
   47  -0.875E-01  0.191E+01  0.577E+00 -0.194E+01  0.000E+00  0.597E-03  0.995E-02  0.225E-02
   48  -0.925E-01  0.191E+01  0.567E+00 -0.192E+01  0.000E+00  0.543E-03  0.100E-01  0.242E-02
   49  -0.970E-01  0.190E+01  0.557E+00 -0.190E+01  0.000E+00  0.495E-03  0.101E-01  0.256E-02
   50  -0.101E+00  0.190E+01  0.547E+00 -0.188E+01  0.000E+00  0.503E-02  0.353E+00  0.134E+00


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3200E+02 C =    0.3942E+01 U   = 0.3467E+01
        AR= 0.2331E-03 GAMMA= 0.7492E-04 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.780E+00  0.000E+00  0.100E+01  0.000E+00 -0.268E-01  0.620E-02  0.943E-02 -0.111E-01
    2   0.731E+00  0.316E-01  0.101E+01 -0.962E-01 -0.150E-01  0.763E-02  0.103E-01 -0.689E-02
    3   0.683E+00  0.117E+00  0.102E+01 -0.200E+00 -0.150E-01  0.729E-02  0.808E-02 -0.806E-02
    4   0.636E+00  0.198E+00  0.103E+01 -0.300E+00 -0.150E-01  0.697E-02  0.623E-02 -0.901E-02
    5   0.592E+00  0.276E+00  0.104E+01 -0.397E+00 -0.150E-01  0.669E-02  0.473E-02 -0.973E-02
    6   0.549E+00  0.350E+00  0.104E+01 -0.491E+00 -0.150E-01  0.642E-02  0.354E-02 -0.103E-01
    7   0.509E+00  0.421E+00  0.105E+01 -0.581E+00 -0.150E-01  0.618E-02  0.264E-02 -0.106E-01
    8   0.470E+00  0.489E+00  0.105E+01 -0.669E+00 -0.150E-01  0.597E-02  0.200E-02 -0.108E-01
    9   0.433E+00  0.554E+00  0.105E+01 -0.754E+00 -0.150E-01  0.577E-02  0.158E-02 -0.108E-01
   10   0.398E+00  0.616E+00  0.105E+01 -0.835E+00 -0.150E-01  0.559E-02  0.136E-02 -0.107E-01
   11   0.365E+00  0.675E+00  0.104E+01 -0.913E+00 -0.141E-01  0.528E-02  0.125E-02 -0.106E-01
   12   0.332E+00  0.741E+00  0.104E+01 -0.991E+00 -0.141E-01  0.505E-02  0.129E-02 -0.105E-01
   13   0.300E+00  0.804E+00  0.104E+01 -0.107E+01 -0.141E-01  0.485E-02  0.148E-02 -0.102E-01
   14   0.270E+00  0.863E+00  0.103E+01 -0.114E+01 -0.141E-01  0.467E-02  0.179E-02 -0.978E-02
   15   0.242E+00  0.919E+00  0.103E+01 -0.121E+01 -0.141E-01  0.451E-02  0.220E-02 -0.931E-02
   16   0.215E+00  0.973E+00  0.102E+01 -0.127E+01 -0.141E-01  0.436E-02  0.271E-02 -0.878E-02
   17   0.190E+00  0.102E+01  0.101E+01 -0.133E+01 -0.141E-01  0.422E-02  0.328E-02 -0.818E-02
   18   0.167E+00  0.107E+01  0.100E+01 -0.139E+01 -0.141E-01  0.410E-02  0.390E-02 -0.753E-02
   19   0.146E+00  0.112E+01  0.994E+00 -0.144E+01 -0.141E-01  0.400E-02  0.456E-02 -0.684E-02
   20   0.126E+00  0.116E+01  0.984E+00 -0.149E+01 -0.141E-01  0.391E-02  0.526E-02 -0.611E-02
   21   0.108E+00  0.120E+01  0.972E+00 -0.154E+01 -0.127E-01  0.339E-02  0.494E-02 -0.642E-02
   22   0.880E-01  0.125E+01  0.962E+00 -0.159E+01 -0.127E-01  0.326E-02  0.565E-02 -0.575E-02
   23   0.695E-01  0.129E+01  0.951E+00 -0.163E+01 -0.127E-01  0.315E-02  0.636E-02 -0.506E-02
   24   0.525E-01  0.133E+01  0.939E+00 -0.168E+01 -0.127E-01  0.305E-02  0.706E-02 -0.435E-02
   25   0.369E-01  0.136E+01  0.927E+00 -0.171E+01 -0.127E-01  0.296E-02  0.776E-02 -0.364E-02
   26   0.228E-01  0.139E+01  0.914E+00 -0.175E+01 -0.127E-01  0.288E-02  0.844E-02 -0.293E-02
   27   0.100E-01  0.143E+01  0.901E+00 -0.178E+01 -0.127E-01  0.282E-02  0.910E-02 -0.221E-02
   28  -0.131E-02  0.146E+01  0.887E+00 -0.181E+01 -0.127E-01  0.276E-02  0.973E-02 -0.150E-02
   29  -0.113E-01  0.149E+01  0.873E+00 -0.183E+01 -0.127E-01  0.271E-02  0.103E-01 -0.802E-03
   30  -0.199E-01  0.151E+01  0.859E+00 -0.186E+01 -0.127E-01  0.267E-02  0.109E-01 -0.113E-03
   31  -0.271E-01  0.154E+01  0.844E+00 -0.188E+01 -0.127E-01  0.264E-02  0.114E-01  0.563E-03
   32  -0.330E-01  0.157E+01  0.829E+00 -0.189E+01 -0.127E-01  0.262E-02  0.119E-01  0.122E-02
   33  -0.376E-01  0.159E+01  0.814E+00 -0.191E+01 -0.127E-01  0.260E-02  0.124E-01  0.187E-02
